2020-05-10 20:20:04 install passwd:armhf <none> 1:4.8.1-1ubuntu5
2020-05-10 20:20:04 status half-installed passwd:armhf 1:4.8.1-1ubuntu5
2020-05-10 20:20:05 status unpacked passwd:armhf 1:4.8.1-1ubuntu5
2020-05-10 20:20:05 upgrade perl-base:armhf 5.30.0-9build1 5.30.0-9build1
2020-05-10 20:20:05 status half-configured perl-base:armhf 5.30.0-9build1
2020-05-10 20:20:05 status unpacked perl-base:armhf 5.30.0-9build1
2020-05-10 20:20:05 status half-installed perl-base:armhf 5.30.0-9build1
2020-05-10 20:20:05 status unpacked perl-base:armhf 5.30.0-9build1
2020-05-10 20:20:06 install procps:armhf <none> 2:3.3.16-1ubuntu2
2020-05-10 20:20:06 status half-installed procps:armhf 2:3.3.16-1ubuntu2
2020-05-10 20:20:06 status unpacked procps:armhf 2:3.3.16-1ubuntu2
2020-05-10 20:20:06 install sed:armhf <none> 4.7-1
2020-05-10 20:20:06 status half-installed sed:armhf 4.7-1
2020-05-10 20:20:06 status unpacked sed:armhf 4.7-1
2020-05-10 20:20:06 install sensible-utils:all <none> 0.0.12+nmu1
2020-05-10 20:20:06 status half-installed sensible-utils:all 0.0.12+nmu1
2020-05-10 20:20:06 status unpacked sensible-utils:all 0.0.12+nmu1
2020-05-10 20:20:06 install sysvinit-utils:armhf <none> 2.96-2.1ubuntu1
2020-05-10 20:20:06 status half-installed sysvinit-utils:armhf 2.96-2.1ubuntu1
2020-05-10 20:20:06 status unpacked sysvinit-utils:armhf 2.96-2.1ubuntu1
2020-05-10 20:20:06 install tar:armhf <none> 1.30+dfsg-7
2020-05-10 20:20:06 status half-installed tar:armhf 1.30+dfsg-7
2020-05-10 20:20:06 status unpacked tar:armhf 1.30+dfsg-7
2020-05-10 20:20:06 install util-linux:armhf <none> 2.34-0.1ubuntu9
2020-05-10 20:20:06 status half-installed util-linux:armhf 2.34-0.1ubuntu9
2020-05-10 20:20:07 status unpacked util-linux:armhf 2.34-0.1ubuntu9
2020-05-10 20:20:07 install zlib1g:armhf <none> 1:1.2.11.dfsg-2ubuntu1
2020-05-10 20:20:07 status half-installed zlib1g:armhf 1:1.2.11.dfsg-2ubuntu1
2020-05-10 20:20:07 status unpacked zlib1g:armhf 1:1.2.11.dfsg-2ubuntu1
2020-05-10 20:20:07 install libgcc1:armhf <none> 1:10-20200411-0ubuntu1
2020-05-10 20:20:07 status half-installed libgcc1:armhf 1:10-20200411-0ubuntu1
2020-05-10 20:20:07 status unpacked libgcc1:armhf 1:10-20200411-0ubuntu1
2020-05-10 20:20:07 startup packages configure
2020-05-10 20:20:07 configure lsb-base:all 11.1.0ubuntu2 <none>
2020-05-10 20:20:07 status unpacked lsb-base:all 11.1.0ubuntu2
2020-05-10 20:20:07 status half-configured lsb-base:all 11.1.0ubuntu2
2020-05-10 20:20:07 status installed lsb-base:all 11.1.0ubuntu2
2020-05-10 20:20:07 configure libaudit-common:all 1:2.8.5-2ubuntu6 <none>
2020-05-10 20:20:07 status unpacked libaudit-common:all 1:2.8.5-2ubuntu6
2020-05-10 20:20:07 status half-configured libaudit-common:all 1:2.8.5-2ubuntu6
2020-05-10 20:20:07 status installed libaudit-common:all 1:2.8.5-2ubuntu6
2020-05-10 20:20:07 configure libsemanage-common:all 3.0-1build2 <none>
2020-05-10 20:20:07 status unpacked libsemanage-common:all 3.0-1build2
2020-05-10 20:20:07 status half-configured libsemanage-common:all 3.0-1build2
2020-05-10 20:20:07 status installed libsemanage-common:all 3.0-1build2
2020-05-10 20:20:07 configure gcc-10-base:armhf 10-20200411-0ubuntu1 <none>
2020-05-10 20:20:07 status unpacked gcc-10-base:armhf 10-20200411-0ubuntu1
2020-05-10 20:20:07 status half-configured gcc-10-base:armhf 10-20200411-0ubuntu1
2020-05-10 20:20:07 status installed gcc-10-base:armhf 10-20200411-0ubuntu1
2020-05-10 20:20:07 configure ncurses-base:all 6.2-0ubuntu2 <none>
2020-05-10 20:20:07 status unpacked ncurses-base:all 6.2-0ubuntu2
2020-05-10 20:20:07 status half-configured ncurses-base:all 6.2-0ubuntu2
2020-05-10 20:20:07 status installed ncurses-base:all 6.2-0ubuntu2
2020-05-10 20:20:07 configure sensible-utils:all 0.0.12+nmu1 <none>
2020-05-10 20:20:07 status unpacked sensible-utils:all 0.0.12+nmu1
2020-05-10 20:20:07 status half-configured sensible-utils:all 0.0.12+nmu1
2020-05-10 20:20:07 status installed sensible-utils:all 0.0.12+nmu1
2020-05-10 20:20:07 configure libcrypt1:armhf 1:4.4.10-10ubuntu4 <none>
2020-05-10 20:20:07 status unpacked libcrypt1:armhf 1:4.4.10-10ubuntu4
2020-05-10 20:20:07 status half-configured libcrypt1:armhf 1:4.4.10-10ubuntu4
2020-05-10 20:20:07 status installed libcrypt1:armhf 1:4.4.10-10ubuntu4
2020-05-10 20:20:07 configure libgcc-s1:armhf 10-20200411-0ubuntu1 <none>
2020-05-10 20:20:07 status unpacked libgcc-s1:armhf 10-20200411-0ubuntu1
2020-05-10 20:20:07 status half-configured libgcc-s1:armhf 10-20200411-0ubuntu1
2020-05-10 20:20:07 status installed libgcc-s1:armhf 10-20200411-0ubuntu1
2020-05-10 20:20:07 configure libc6:armhf 2.31-0ubuntu9 <none>
2020-05-10 20:20:07 status unpacked libc6:armhf 2.31-0ubuntu9
2020-05-10 20:20:07 status half-configured libc6:armhf 2.31-0ubuntu9
2020-05-10 20:20:07 status installed libc6:armhf 2.31-0ubuntu9
2020-05-10 20:20:07 configure libudev1:armhf 245.4-4ubuntu3 <none>
2020-05-10 20:20:07 status unpacked libudev1:armhf 245.4-4ubuntu3
2020-05-10 20:20:07 status half-configured libudev1:armhf 245.4-4ubuntu3
2020-05-10 20:20:07 status installed libudev1:armhf 245.4-4ubuntu3
2020-05-10 20:20:07 configure libsepol1:armhf 3.0-1 <none>
2020-05-10 20:20:07 status unpacked libsepol1:armhf 3.0-1
2020-05-10 20:20:07 status half-configured libsepol1:armhf 3.0-1
2020-05-10 20:20:07 status installed libsepol1:armhf 3.0-1
2020-05-10 20:20:07 configure libattr1:armhf 1:2.4.48-5 <none>
2020-05-10 20:20:07 status unpacked libattr1:armhf 1:2.4.48-5
2020-05-10 20:20:07 status half-configured libattr1:armhf 1:2.4.48-5
2020-05-10 20:20:07 status installed libattr1:armhf 1:2.4.48-5
2020-05-10 20:20:07 configure debianutils:armhf 4.9.1 <none>
2020-05-10 20:20:07 status unpacked debianutils:armhf 4.9.1
